Period from,Period to,Agile Import price (p/kWh),Agile Export price (p/kWh)
02/02/2024 16:30,02/02/2024 17:00,28.48,13.90
02/02/2024 17:00,02/02/2024 17:30,29.58,14.38
02/02/2024 17:30,02/02/2024 18:00,29.36,14.29
02/02/2024 18:00,02/02/2024 18:30,29.52,14.35
02/02/2024 18:30,02/02/2024 19:00,28.39,13.86
02/02/2024 19:00,02/02/2024 19:30,17.86,8.88
02/02/2024 19:30,02/02/2024 20:00,15.44,7.82
02/02/2024 20:00,02/02/2024 20:30,14.25,7.30
02/02/2024 20:30,02/02/2024 21:00,10.61,5.72
02/02/2024 21:00,02/02/2024 21:30,13.67,7.05
02/02/2024 21:30,02/02/2024 22:00,7.94,4.56
02/02/2024 22:00,02/02/2024 22:30,9.74,5.34
02/02/2024 22:30,02/02/2024 23:00,7.72,4.46
02/02/2024 23:00,02/02/2024 23:30,6.07,3.74
02/02/2024 23:30,03/02/2024 00:00,4.37,3.00
03/02/2024 00:00,03/02/2024 00:30,5.29,3.40
03/02/2024 00:30,03/02/2024 01:00,8.46,4.79
03/02/2024 01:00,03/02/2024 01:30,6.63,3.98
03/02/2024 01:30,03/02/2024 02:00,2.87,2.35
03/02/2024 02:00,03/02/2024 02:30,1.28,1.66
03/02/2024 02:30,03/02/2024 03:00,0.00,1.10
03/02/2024 03:00,03/02/2024 03:30,1.76,1.87
03/02/2024 03:30,03/02/2024 04:00,0.00,1.10
03/02/2024 04:00,03/02/2024 04:30,3.11,2.45
03/02/2024 04:30,03/02/2024 05:00,3.09,2.44
03/02/2024 05:00,03/02/2024 05:30,4.41,3.02
03/02/2024 05:30,03/02/2024 06:00,5.05,3.30
03/02/2024 06:00,03/02/2024 06:30,6.75,4.04
03/02/2024 06:30,03/02/2024 07:00,6.84,4.08
03/02/2024 07:00,03/02/2024 07:30,6.31,3.85
03/02/2024 07:30,03/02/2024 08:00,12.13,6.38
03/02/2024 08:00,03/02/2024 08:30,10.43,5.64
03/02/2024 08:30,03/02/2024 09:00,15.48,7.84
03/02/2024 09:00,03/02/2024 09:30,11.18,5.97
03/02/2024 09:30,03/02/2024 10:00,14.07,7.22
03/02/2024 10:00,03/02/2024 10:30,14.07,7.22
03/02/2024 10:30,03/02/2024 11:00,13.23,6.86
03/02/2024 11:00,03/02/2024 11:30,12.29,6.45
03/02/2024 11:30,03/02/2024 12:00,13.23,6.86
03/02/2024 12:00,03/02/2024 12:30,13.69,7.06
03/02/2024 12:30,03/02/2024 13:00,13.23,6.86
03/02/2024 13:00,03/02/2024 13:30,13.67,7.05
03/02/2024 13:30,03/02/2024 14:00,12.13,6.38
03/02/2024 14:00,03/02/2024 14:30,12.13,6.38
03/02/2024 14:30,03/02/2024 15:00,12.13,6.38
03/02/2024 15:00,03/02/2024 15:30,10.98,5.88
03/02/2024 15:30,03/02/2024 16:00,11.03,5.90
03/02/2024 16:00,03/02/2024 16:30,26.51,13.05
03/02/2024 16:30,03/02/2024 17:00,30.88,14.95
03/02/2024 17:00,03/02/2024 17:30,30.90,14.96
03/02/2024 17:30,03/02/2024 18:00,30.94,14.98
03/02/2024 18:00,03/02/2024 18:30,30.82,14.92
03/02/2024 18:30,03/02/2024 19:00,29.80,14.48
03/02/2024 19:00,03/02/2024 19:30,16.32,8.20
03/02/2024 19:30,03/02/2024 20:00,12.35,6.48
03/02/2024 20:00,03/02/2024 20:30,14.11,7.24
03/02/2024 20:30,03/02/2024 21:00,11.03,5.90
03/02/2024 21:00,03/02/2024 21:30,13.67,7.05
03/02/2024 21:30,03/02/2024 22:00,8.15,4.65
03/02/2024 22:00,03/02/2024 22:30,10.43,5.64
03/02/2024 22:30,03/02/2024 23:00,6.17,3.79
03/02/2024 23:00,03/02/2024 23:30,9.74,5.34
03/02/2024 23:30,04/02/2024 00:00,6.35,3.86
04/02/2024 00:00,04/02/2024 00:30,3.09,2.44
04/02/2024 00:30,04/02/2024 01:00,6.17,3.79
04/02/2024 01:00,04/02/2024 01:30,3.53,2.64
04/02/2024 01:30,04/02/2024 02:00,0.22,1.20
04/02/2024 02:00,04/02/2024 02:30,1.76,1.87
04/02/2024 02:30,04/02/2024 03:00,0.88,1.48
04/02/2024 03:00,04/02/2024 03:30,1.32,1.68
04/02/2024 03:30,04/02/2024 04:00,0.00,1.10
04/02/2024 04:00,04/02/2024 04:30,0.36,1.25
04/02/2024 04:30,04/02/2024 05:00,0.00,1.10
04/02/2024 05:00,04/02/2024 05:30,0.00,1.10
04/02/2024 05:30,04/02/2024 06:00,0.00,1.10
04/02/2024 06:00,04/02/2024 06:30,1.61,1.80
04/02/2024 06:30,04/02/2024 07:00,2.47,2.18
04/02/2024 07:00,04/02/2024 07:30,-0.70,0.79
04/02/2024 07:30,04/02/2024 08:00,3.13,2.46
04/02/2024 08:00,04/02/2024 08:30,-1.66,0.38
04/02/2024 08:30,04/02/2024 09:00,5.40,3.45
04/02/2024 09:00,04/02/2024 09:30,1.76,1.87
04/02/2024 09:30,04/02/2024 10:00,7.65,4.43
04/02/2024 10:00,04/02/2024 10:30,4.39,3.01
04/02/2024 10:30,04/02/2024 11:00,6.48,3.92
04/02/2024 11:00,04/02/2024 11:30,6.72,4.03
04/02/2024 11:30,04/02/2024 12:00,9.18,5.09
04/02/2024 12:00,04/02/2024 12:30,8.07,4.61
04/02/2024 12:30,04/02/2024 13:00,9.24,5.12
04/02/2024 13:00,04/02/2024 13:30,8.82,4.94
04/02/2024 13:30,04/02/2024 14:00,7.36,4.31
04/02/2024 14:00,04/02/2024 14:30,7.72,4.46
04/02/2024 14:30,04/02/2024 15:00,8.16,4.65
04/02/2024 15:00,04/02/2024 15:30,9.35,5.17
04/02/2024 15:30,04/02/2024 16:00,8.82,4.94
04/02/2024 16:00,04/02/2024 16:30,24.51,12.17
04/02/2024 16:30,04/02/2024 17:00,27.26,13.37
04/02/2024 17:00,04/02/2024 17:30,29.14,14.19
